USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
tanu              7394  21.7  3.7 1953291472 307344   ??  S    11:09AM   0:19.93 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/tanu/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/Applications/Visual Studio Code.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --max-active-webgl-contexts=32 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1787022621955066 --launch-time-ticks=8928699024 --shared-files --field-trial-handle=1718379636,r,9458431235594540028,15585894896963821401,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10488696142628208022,14478693751458410815,4 --trace-process-track-uuid=3190708990060038890 --vscode-window-config=vscode:42a9412e-0222-448d-98f1-1f3ca32721a1 --seatbelt-client=63
_windowserver      612   4.4  1.2 436261984 102624   ??  Ss    8:56PM  20:15.81 /System/Library/PrivateFrameworks/SkyLight.framework/Resources/WindowServer -daemon
tanu              1078   0.0  0.1 435310656   5936   ??  S     8:56PM   0:00.03 /Applications/Google Drive.app/Contents/MacOS/crashpad_handler --database=/Users/tanu/Library/Application Support/Google/DriveFS/Crashpad --url=https://clients2.google.com/cr/report --annotation=always_send_feedback_unauthenticated=on --annotation=anonymous_feedback_submit_api_key=AIzaSyCejQEszExWuVHsgk8YElDTlbbrhzeRISc --annotation=anonymous_feedback_submit_url=https://feedback-pa.googleapis.com/v1/feedback/products/1633926/web:anonymous_submit --annotation=ask_to_copy_files_for_pending_uploads=on --annotation=automatic_error_reporting_trigger_assert_ids= --annotation=bandwidth_throttling=on --annotation=browser_auth_wait_for_client_timeout_ms=300000 --annotation=browser_auth_with_signup_wait_for_client_timeout_ms=1200000 --annotation=casita_about_dialog=on --annotation=casita_add_more_folders_to_sync_url=https://support.google.com/drive/?p=errorlist --annotation=casita_faq_url=https://support.google.com/drive?p=d4d_redesign_beta --annotation=casita_force_enable=off --annotation=casita_hide_disconnect_for_loading_account=on --annotation=casita_milestone=2 --annotation=casita_rename_sign_out_button_to_disconnect_account=on --annotation=casita_search=off --annotation=casita_startup_prompt_for_opt_in=0 --annotation=collect_ms_office_meet_integration_metrics=off --annotation=com_api_thread_stuck_threshold_sec=0 --annotation=compress_regular_log_files=off --annotation=confirm_quit_during_system_logout=off --annotation=context_menu_create_editor_files=on --annotation=context_menu_force_refresh_folder=on --annotation=context_menu_show_create_new_shared_drive_dialog=on --annotation=crash_oom_threshold_mb=1048576 --annotation=crash_throttle_percentage=0 --annotation=create_encrypted_editor_file=on --annotation=cse_guest_access_enabled=on --annotation=curl_allows_user_provided_content_length=off --annotation=current_drive_fs_version=129.0.1.0 --annotation=current_os_version=macOS/Version 26.5.1 (Build 25F80) (arm64) --annotation=decore_authoritative_global_fetcher=off --annotation=decore_automatic_rollback=on --annotation=decore_separate_user_settings=on --annotation=dedupe_interval_ms=2000 --annotation=deprecation_date=2027-07-27 --annotation=deprecation_warning_threshold=30 --annotation=directory_log_max_byte_size=524288000 --annotation=disable_core_experiment_fetching=off --annotation=disable_non_static_file_provider_event_metrics=off --annotation=disable_unified_buffer_cache=off --annotation=drive_dot=on --annotation=enable_automatic_error_reporting=on --annotation=enable_casita_shared_drives_ui=off --annotation=enable_casita_sign_out_flow=off --annotation=enable_external_file_provider_volume=off --annotation=enable_internal_cello_metrics=on --annotation=enable_mac_os_context_menu=on --annotation=enable_metrics=on --annotation=enable_ransomware_dialog=on --annotation=enable_search_hot_key=on --annotation=enable_windows_tray_icon_context_menu=on --annotation=enable_wkwebview_popup_bridge_gating=on --annotation=encrypt_and_upload=off --annotation=encrypt_and_upload_folder=on --annotation=exception_enabled_apps=.* --annotation=file_provider_add_items_to_ws_on_listing=on --annotation=file_provider_create_existing_file_id_succeeds=off --annotation=file_provider_cse_target_id_scheme=off --annotation=file_provider_detect_remaining_domain_with_api_timeout_ms=10000 --annotation=file_provider_disable_movein_user_interaction=off --annotation=file_provider_disable_moveout_user_interaction=off --annotation=file_provider_disabled_notification_interval_mins=1440 --annotation=file_provider_enable_deny_copy_activation_rule=on --annotation=file_provider_enable_deny_shared_drive_root_manipulation=on --annotation=file_provider_enable_read_ahead=on --annotation=file_provider_mac_secure_fileprovider_symlink=on --annotation=file_provider_max_retry_backoff_per_api_call_ms=30000 --annotation=file_provider_min_partial_read_size=4194304 --annotation=file_provider_mirror_switch_unpinned_item_batch_size=2000 --annotation=file_provider_notify_mount_point_changed=on --annotation=file_provider_posix_symlink_path_max_size=1024 --annotation=file_provider_quick_access_polling_interval_sec=43200 --annotation=file_provider_quit_grace_period_ms=0 --annotation=file_provider_remove_domain_flush_timeout_ms=300000 --annotation=file_provider_support_string_search=on --annotation=file_revisions_virtual_folder=off --annotation=fileprovider_signal_debounce_ms=250 --annotation=force_file_provider_materialization=on --annotation=force_refresh_folder_normal_menu=off --annotation=gemini_extra_included_mimetypes= --annotation=gui_autostart_option=on --annotation=hide_inaccessible_inheritance_break_folders=on --annotation=inform_users_of_pending_uploads=on --annotation=local_file_reading_buffer_size=8388608 --annotation=log_app_stability=off --annotation=logging_on_cello_thread_startup=off --annotation=mac_smb_dialect_mode=0 --annotation=mac_smb_nodatacache=on --annotation=mac_smb_port=-1 --annotation=manage_file_revisions_in_web=on --annotation=max_connection_idle_time_msec=600000 --annotation=max_core_restarts_after_db_corruption=10 --annotation=max_feedback_payload_size=209715200 --annotation=max_file_provider_ipc_connections=100 --annotation=max_item_events_buffer_size_casita=50 --annotation=max_metrics_per_event_code_per_batch=200 --annotation=max_status_source_locations_count_per_metric_event=3 --annotation=max_syncing_status_change_events_casita=50 --annotation=max_thumbnail_dimension=768 --annotation=meet_live_stream_info_uri= --annotation=meet_outlook_addin=off --annotation=meet_uri=https://meetings.clients6.google.com/v1/spaces --annotation=metrics_store_reset_counter=0 --annotation=min_duration_hours_between_any_surveys=24 --annotation=min_duration_hours_between_automatic_error_reports=720 --annotation=min_duration_hours_between_same_surveys=720 --annotation=min_duration_seconds_wait_after_close_for_survey=30 --annotation=min_duration_seconds_wait_after_cores_startup_for_survey=30 --annotation=min_supported_os_version=13.0.0 --annotation=mojave_overlays_fix=off --annotation=multi_account_max_accounts=4 --annotation=nondownloadable_files_as_gdrive_files=on --annotation=nondownloadable_files_as_gdrive_files_migration=on --annotation=num_metrics_batches_per_request=70 --annotation=outlook_addin=off --annotation=pause_syncing_option=on --annotation=phenotype_sync_timeout_ms=500 --annotation=photos_check_apl_icloud_import=on --annotation=photos_deprecation_date=2026-08-10 --annotation=photos_deprecation_soft_date=2026-06-15 --annotation=photos_feature_unsupported=off --annotation=photos_feature_unsupported_soon=on --annotation=prod=DriveFS --annotation=read_only_mode=off --annotation=read_only_ransomware=on --annotation=reconnected_nas_polling_interval_seconds=60 --annotation=reset_content_cache_location=off --annotation=restart_on_browser_request=on --annotation=same_content_dedupe_interval_ms=600000 --annotation=seconds_per_metrics_batch=20 --annotation=share_dialog=on --annotation=show_live_stream_frame_in_outlook_onboarding=off --annotation=slurp_poll_path_frequency_min=240 --annotation=smb_allowed=on --annotation=soon_to_be_min_supported_os_version=13.0.0 --annotation=soon_to_be_unsupported_os_learn_more=https://support.google.com/drive/answer/2375082 --annotation=spotlight_timestamp_fsctl_support=on --annotation=structured_log_max_file_count=30 --annotation=structured_log_max_file_size_kbytes=5120 --annotation=structured_log_zip_logs=on --annotation=structured_logging=on --annotation=survey_api_key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ --annotation=survey_configurations= --annotation=survey_listnr_product_id=1633926 --annotation=survey_url=https://www.gstatic.com/drive-fs/survey.html --annotation=switchblade_dss=off --annotation=switchblade_on_websockets=on --annotation=thread_stuck_threshold_sec=60 --annotation=throttling_algorithm=1 --annotation=unlocked_mac_getxattr_v2=off --annotation=upload_folder=off --annotation=use_correct_size_option_for_put=on --annotation=use_cros_http_client=off --annotation=use_mac_fileprovider=on --annotation=use_moonshine=on --annotation=use_win32_fibers=off --annotation=ver=129.0.1.0 --annotation=webview2_enable_draggable_regions=off --annotation=webview2_requirement_notification=0 --annotation=webview2_requirement_url=https://support.google.com/drive?p=d4d_webview2_rollout --annotation=win_dpi_aware_per_monitor=off --annotation=win_ipc_security_hardening=off --attachment=/Users/tanu/Library/Application Support/Google/DriveFS/Crashpad/account_features --handshake-fd=5
_securityagent    1076   0.0  0.0 435305648   2096   ??  S     8:56PM   0:00.39 /usr/sbin/distnoted agent
tanu              1062   0.0  0.0 435304896   3776   ??  S     8:56PM   0:00.07 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
_driverkit        1056   0.0  0.0 435239472   1680   ??  Ss    8:56PM   0:00.04 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x100000fd5 com.apple.IOUserBluetoothSerialDriver
_driverkit        1055   0.0  0.0 435239344   1680   ??  Ss    8:56PM   0:00.04 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x100000fd3 com.apple.IOUserBluetoothSerialDriver
tanu              1054   0.0  0.0 435304400   2352   ??  S     8:56PM   0:00.05 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
root              1053   0.0  0.1 435353584  12176   ??  Ss    8:56PM   0:04.01 /usr/libexec/gamepolicyd
tanu              1052   0.0  0.1 435299744   6992   ??  S     8:56PM   0:00.41 /usr/libexec/avconferenced
tanu              1048   0.0  0.1 435531744   8192   ??  S     8:56PM   0:00.41 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
tanu              1045   0.0  0.2 435400368  16656   ??  Ss    8:56PM   0:00.86 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension -AppleLanguages ("en-IN")
tanu              1042   0.0  0.2 435558192  19232   ??  S     8:56PM   0:12.98 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
tanu              1041   0.0  0.2 435388832  14320   ??  S     8:56PM   0:01.04 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
tanu              1030   0.0  0.1 435507968   4928   ??  S     8:56PM   0:00.81 /opt/homebrew/opt/postgresql@18/bin/postgres -D /opt/homebrew/var/postgresql@18
root              1034   0.0  0.0 435305152   2736   ??  Ss    8:56PM   0:00.14 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp -d
tanu              1038   0.0  0.9 437231136  73744   ??  S     8:56PM   1:10.22 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
tanu              1025   0.0  0.1 435340400   4816   ??  S     8:56PM   0:00.20 /System/Library/Image Capture/Support/icdd
tanu              1031   0.0  0.2 435564064  13120   ??  S     8:56PM   0:00.59 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
tanu              1028   0.0  0.1 435366832   7456   ??  S     8:56PM   0:00.21 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
tanu              1022   0.0  0.1 435345456   5024   ??  S     8:56PM   0:00.12 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
_installcoordinationd  1012   0.0  0.0 435304848   2080   ??  S     8:56PM   0:00.40 /usr/sbin/distnoted agent
_fpsd             1011   0.0  0.0 435317344   2192   ??  Ss    8:56PM   0:00.29 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
tanu               984   0.0  0.1 435346192   8912   ??  S     8:56PM   0:01.17 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
tanu               980   0.0  0.2 435352400  13408   ??  Ss    8:56PM   0:00.04 /System/Applications/Weather.app/Contents/PlugIns/WeatherIntents.appex/Contents/MacOS/WeatherIntents -AppleLanguages ("en-IN")
tanu               979   0.0  0.1 435354704   5392   ??  Ss    8:56PM   0:00.07 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/Extensions/SafariWidgetExtension.appex/Contents/MacOS/SafariWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5TYWZhcmkuU2FmYXJpV2lkZ2V0RXh0ZW5zaW9uIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               978   0.0  0.2 435353376  12928   ??  Ss    8:56PM   0:00.04 /System/Applications/Shortcuts.app/Contents/PlugIns/ShortcutsWidgetExtension.appex/Contents/MacOS/ShortcutsWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5zaG9ydGN1dHMuU2hvcnRjdXRzV2lkZ2V0IiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               975   0.0  0.2 435630160  17152   ??  Ss    8:56PM   0:03.63 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS53ZWF0aGVyLndpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
tanu               974   0.0  0.2 435357792  15376   ??  Ss    8:56PM   0:00.11 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5zdG9ja3Mud2lkZ2V0IiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               972   0.0  0.2 435345072  13536   ??  S     8:56PM   0:02.99 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
tanu               973   0.0  0.2 435356736  14384   ??  Ss    8:56PM   0:00.07 /System/Applications/Home.app/Contents/PlugIns/HomeWidget.appex/Contents/MacOS/HomeWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Ib21lLkhvbWVXaWRnZXQuSW50ZXJhY3RpdmUiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
tanu               971   0.0  0.2 435354000  13152   ??  Ss    8:56PM   0:00.03 /System/Applications/VoiceMemos.app/Contents/PlugIns/VoiceMemosSettingsWidgetExtension.appex/Contents/MacOS/VoiceMemosSettingsWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Wb2ljZU1lbW9zLlZvaWNlTWVtb3NTZXR0aW5nc1dpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
tanu               967   0.0  0.2 435374688  14464   ??  Ss    8:56PM   0:00.08 /System/Applications/Podcasts.app/Contents/PlugIns/PodcastsWidget.appex/Contents/MacOS/PodcastsWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5wb2RjYXN0cy53aWRnZXQiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
tanu               966   0.0  0.2 435353696  13120   ??  Ss    8:56PM   0:00.03 /System/Applications/VoiceMemos.app/Contents/PlugIns/RecordWidgetExtension.appex/Contents/MacOS/RecordWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Wb2ljZU1lbW9zLlJlY29yZFdpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
tanu               965   0.0  0.2 435354128  13888   ??  Ss    8:56PM   0:00.04 /System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5CYXR0ZXJpZXMuQmF0dGVyaWVzQXZvY2Fkb1dpZGdldEV4dGVuc2lvbiIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
tanu               964   0.0  0.2 435357216  14752   ??  Ss    8:56PM   0:00.11 /System/Applications/Home.app/Contents/PlugIns/HomeEnergyWidgetsExtension.appex/Contents/MacOS/HomeEnergyWidgetsExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Ib21lLkhvbWVFbmVyZ3lXaWRnZXRzIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               963   0.0  0.2 435356256  13584   ??  Ss    8:56PM   0:00.05 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetIntentsExtension.appex/Contents/MacOS/ScreenTimeWidgetIntentsExtension -AppleLanguages ("en-IN")
tanu               962   0.0  0.2 435355808  14064   ??  Ss    8:56PM   0:00.05 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetPeople.appex/Contents/MacOS/FindMyWidgetPeople -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5maW5kbXkuRmluZE15V2lkZ2V0UGVvcGxlIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               945   0.0  0.2 435361408  16752   ??  S     8:56PM   0:04.73 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
tanu               961   0.0  0.2 435354432  13952   ??  Ss    8:56PM   0:00.06 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetItems.appex/Contents/MacOS/FindMyWidgetItems -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5maW5kbXkuRmluZE15V2lkZ2V0SXRlbXMiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
tanu               960   0.0  0.1 435353168   4784   ??  Ss    8:56PM   0:00.05 /System/Library/PrivateFrameworks/MobileTimer.framework/PlugIns/MobileTimerIntents.appex/Contents/MacOS/MobileTimerIntents -AppleLanguages ("en-IN")
tanu               959   0.0  0.2 435358880  13936   ??  Ss    8:56PM   0:00.05 /System/Applications/Journal.app/Contents/PlugIns/JournalWidgetsSecure.appex/Contents/MacOS/JournalWidgetsSecure -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5qb3VybmFsLndpZGdldHMuc2VjdXJlIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               956   0.0  0.5 435415488  40464   ??  S     8:56PM   0:58.78 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
tanu               957   0.0  0.2 435360864  20496   ??  S     8:56PM   0:07.86 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
root               955   0.0  0.0 435423808   4096   ??  Ss    8:56PM   0:00.87 /usr/libexec/aned
tanu               953   0.0  0.2 435353648  13488   ??  Ss    8:56PM   0:00.06 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5TY3JlZW5UaW1lV2lkZ2V0QXBwbGljYXRpb24uU2NyZWVuVGltZVdpZGdldEV4dGVuc2lvbiIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
tanu               952   0.0  0.2 435360448  18688   ??  S     8:56PM   0:01.59 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
tanu               951   0.0  0.2 435358224  13888   ??  Ss    8:56PM   0:00.06 /System/Applications/Journal.app/Contents/PlugIns/JournalWidgets.appex/Contents/MacOS/JournalWidgets -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5qb3VybmFsLndpZGdldHMiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
tanu               947   0.0  0.2 435355936  14336   ??  Ss    8:56PM   0:00.13 /System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5jbG9jay5Xb3JsZENsb2NrV2lkZ2V0IiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               944   0.0  0.1 435353936   5008   ??  Ss    8:56PM   0:00.02 /System/Applications/Tips.app/Contents/PlugIns/TipsWidgetExtension.appex/Contents/MacOS/TipsWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS50aXBzLldpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
tanu               943   0.0  0.1 435353680   5488   ??  Ss    8:56PM   0:00.04 /System/Applications/Notes.app/Contents/PlugIns/com.apple.Notes.WidgetExtension.appex/Contents/MacOS/com.apple.Notes.WidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Ob3Rlcy5XaWRnZXRFeHRlbnNpb24iLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
tanu               941   0.0  0.1 435383856   6544   ??  Ss    8:56PM   0:01.94 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5pQ2FsLkNhbGVuZGFyV2lkZ2V0RXh0ZW5zaW9uIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               939   0.0  0.1 435353376   5264   ??  Ss    8:56PM   0:00.04 /System/Applications/Reminders.app/Contents/PlugIns/RemindersWidgetExtension.appex/Contents/MacOS/RemindersWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5yZW1pbmRlcnMuV2lkZ2V0RXh0ZW5zaW9uIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               934   0.0  0.1 435353552   5264   ??  Ss    8:56PM   0:00.04 /System/Library/CoreServices/PeopleViewService.app/Contents/PlugIns/PeopleWidget_macOSExtension.appex/Contents/MacOS/PeopleWidget_macOSExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5QZW9wbGVWaWV3U2VydmljZS5QZW9wbGVXaWRnZXQtbWFjT1MiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
root               935   0.0  0.1 435358176   7248   ??  Ss    8:56PM   0:00.35 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
tanu               923   0.0  0.1 435562080  11040   ??  Ss    8:56PM   0:00.90 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5QaG90b3MuUGhvdG9zUmVsaXZlV2lkZ2V0IiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
tanu               933   0.0  0.2 435391936  14256   ??  S     8:56PM   0:33.20 /usr/libexec/spotlightknowledged.updater -u
tanu               931   0.0  0.1 435519808   8112   ??  S     8:56PM   0:00.31 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
tanu               929   0.0  0.1 435347568  10640   ??  S     8:56PM   0:00.76 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
tanu               928   0.0  0.3 435633072  28704   ??  S     8:56PM   0:08.58 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
tanu               921   0.0  0.1 435352288   7264   ??  S     8:56PM   0:00.26 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
tanu               920   0.0  0.2 435523936  13168   ??  S     8:56PM   0:09.51 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
tanu               918   0.0  0.1 435346160   5296   ??  S     8:56PM   0:00.17 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
tanu               917   0.0  0.4 435389856  30208   ??  S     8:56PM   2:33.48 /usr/libexec/duetexpertd
tanu               911   0.0  0.2 435530192  13616   ??  Ss    8:56PM   0:00.68 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
tanu               910   0.0  0.1 435306752   7360   ??  S     8:56PM   0:00.77 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
tanu               906   0.0  0.4 435409936  37104   ??  S     8:56PM   1:17.48 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
tanu               901   0.0  0.1 435340816   4992   ??  S     8:56PM   0:01.70 /System/Library/CoreServices/lockoutagent
tanu               899   0.0  0.1 435352576  10192   ??  S     8:56PM   0:01.00 /usr/libexec/nsurlsessiond
tanu               896   0.0  0.2 435360752  14416   ??  S     8:56PM   0:02.00 /usr/sbin/usernoted
tanu               893   0.0  0.3 435801600  26672   ??  S     8:56PM   0:11.29 /usr/libexec/sharingd
tanu               889   0.0  0.2 435349456  14944   ??  S     8:56PM   0:04.33 /usr/libexec/routined LAUNCHED_BY_LAUNCHD
_ctkd              890   0.0  0.0 435340592   3232   ??  Ss    8:56PM   0:00.06 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -st
tanu               892   0.0  0.1 435341056   5328   ??  S     8:56PM   0:00.18 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
tanu               891   0.0  0.1 435341312   6976   ??  S     8:56PM   0:00.59 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
tanu               885   0.0  0.1 435429824  11136   ??  S     8:56PM   0:02.73 /usr/libexec/rapportd
_nearbyd           886   0.0  0.1 435352656   7808   ??  Ss    8:56PM   0:06.36 /usr/libexec/nearbyd
tanu               881   0.0  0.0 435304912   4000   ??  S     8:56PM   0:00.04 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
